depth_min,depth_max,mean_error,std_error,num_observations
-0.0535532927917608,0.0470146425450341,0.6952718474379094,0.7397259956876641,134
0.0470146425450341,0.147582577881829,0.6078465632308608,0.8252984678091626,1184
0.147582577881829,0.2481505132186239,0.558851318977235,0.6006869541934338,6685
0.2481505132186239,0.3487184485554188,0.6109756051879202,0.7755965990729247,6966
0.3487184485554188,0.44928638389221365,0.5933109433850403,0.7477993653867699,4124
