rel_step,max_rel_error,median_rel_error,argmax_column,n_columns_above_1e_3,induced_step_rel_change,is_shipped_default,seconds
1e-11,0.015095906354912526,4.279569850573574e-05,27,14,0.2973313426547755,False,0.18104677193332464
1e-10,0.03019181270982505,8.559139701147148e-05,27,16,0.681425244302921,False,0.1807963299797848
1e-09,0.031327208103093356,8.723279744698556e-05,27,16,0.721098934872114,False,0.18097336997743696
1e-08,0.03144614186850379,8.742195092277683e-05,27,16,0.7252607784544722,True,0.18141508603002876
1e-07,0.03145093791882508,8.744698741050867e-05,27,16,0.7257204632777435,False,0.18025067902635783
1e-06,0.03145152785349691,8.750603346117205e-05,27,16,0.725764450479926,False,0.18072683503851295
1e-05,0.0314521606567669,8.839571752664705e-05,27,16,0.7257723104953352,False,0.18046111799776554
0.0001,0.03145726896261815,0.00012097949657415083,27,16,0.7258166713589667,False,0.18174591101706028
