test_depth_m,model,signed_mean_mm,rmse_mm,scale_factor,calib_depth_min_m,calib_depth_max_m,xy_rmse_mm,z_rmse_mm,anisotropy_ratio,n_points,noise_std,seed
1.1,non_refractive,0.18540269341323656,0.8054028987411409,1.0030900448902207,1.1824180883607724,1.8966756493207828,32.73019572705539,40.26054099630287,1.2300733344843018,4054,0.25,42
1.1,refractive,0.007264907776584574,0.20036368113410855,1.0001210817962765,1.1824180883607724,1.8966756493207828,0.2603984422154738,0.7127110022110202,2.737001789055512,4054,0.25,42
1.2,non_refractive,0.11994979097366293,0.6348818180502973,1.0019991631828944,1.1824180883607724,1.8966756493207828,34.9887483797768,21.4476386801801,0.6129867364039993,4247,0.25,42
1.2,refractive,0.005977426082485073,0.18781739832727873,1.0000996237680415,1.1824180883607724,1.8966756493207828,0.26408962789253526,0.6583793997366838,2.493014985066339,4247,0.25,42
1.3,non_refractive,0.11047459975937196,0.45086984043742323,1.001841243329323,1.1824180883607724,1.8966756493207828,37.33511727972804,19.387407109132667,0.5192807341108717,4282,0.25,42
1.3,refractive,0.006198255764584491,0.20144736885781742,1.000103304262743,1.1824180883607724,1.8966756493207828,0.28080170901324325,0.7087852011098857,2.5241484590695915,4282,0.25,42
1.4,non_refractive,0.13242694096883686,0.31390303888811577,1.0022071156828138,1.1824180883607724,1.8966756493207828,39.73881435449645,34.32666203576908,0.8638068999631595,4294,0.25,42
1.4,refractive,0.007401380412569498,0.19321185184151243,1.0001233563402094,1.1824180883607724,1.8966756493207828,0.28597516933957784,0.7114117187671073,2.487669542813872,4294,0.25,42
1.5,non_refractive,0.16105210826251104,0.31780305886813115,1.0026842018043751,1.1824180883607724,1.8966756493207828,42.162496529126024,52.72507952790156,1.250520815139086,4288,0.25,42
1.5,refractive,0.009076708966466568,0.20828308105821258,1.0001512784827744,1.1824180883607724,1.8966756493207828,0.30754380407207704,0.7999509357325216,2.6010959256556583,4288,0.25,42
1.7,non_refractive,0.22651082974789918,0.3468041764233003,1.0037751804957984,1.1824180883607724,1.8966756493207828,47.132964009730536,95.4769906643032,2.0256945997411093,4312,0.25,42
1.7,refractive,0.010737986342858018,0.19633316717893487,1.0001789664390477,1.1824180883607724,1.8966756493207828,0.32346431296041145,0.8134559829244654,2.514824511797144,4312,0.25,42
2.0,non_refractive,0.32797014241332517,0.4610650751558281,1.005466169040222,1.1824180883607724,1.8966756493207828,54.473316571606034,159.90180276979157,2.935415224068432,4312,0.25,42
2.0,refractive,0.009948830195461675,0.19046186117874378,1.000165813836591,1.1824180883607724,1.8966756493207828,0.3602400107516262,0.877116573830206,2.4348116468243988,4312,0.25,42
2.5,non_refractive,0.544144965499318,0.8374364422310447,1.009069082758322,1.1824180883607724,1.8966756493207828,66.72512977501822,260.360768362994,3.901989688755504,4312,0.25,42
2.5,refractive,0.016116700249817997,0.20516801944833032,1.0002686116708304,1.1824180883607724,1.8966756493207828,0.4286854364945077,1.0453863037046485,2.4385859996856736,4312,0.25,42
1.1,non_refractive,0.2000177984745249,0.8947586330273035,1.0033336299745754,1.1824180883607724,1.8966756493207828,29.038385603125498,41.82446715435619,1.4403165425923157,4054,0.5,42
1.1,refractive,0.02788966439486355,0.4025468481776271,1.0004648277399144,1.1824180883607724,1.8966756493207828,0.52057019608701,1.4220535114503956,2.7317228726108405,4054,0.5,42
1.2,non_refractive,0.13423108772059686,0.7286052124777163,1.0022371847953433,1.1824180883607724,1.8966756493207828,31.049605412692372,21.790802709348007,0.7018061073471944,4247,0.5,42
1.2,refractive,0.023882521213263938,0.37840291855113134,1.000398042020221,1.1824180883607724,1.8966756493207828,0.5288719152570828,1.3299893719543094,2.5147664937129557,4247,0.5,42
1.3,non_refractive,0.1251963168352371,0.5813753689695291,1.0020866052805872,1.1824180883607724,1.8966756493207828,33.13265156962332,16.951503935246198,0.5116253342907114,4282,0.5,42
1.3,refractive,0.02542133352541077,0.40411168447140533,1.00042368889209,1.1824180883607724,1.8966756493207828,0.5639321347339119,1.4416594181049005,2.556441332759196,4282,0.5,42
1.4,non_refractive,0.14751927361359432,0.46564276050986625,1.0024586545602265,1.1824180883607724,1.8966756493207828,35.27180152853271,31.470510121036252,0.8922286006735025,4294,0.5,42
1.4,refractive,0.02701984099817029,0.3918342563256763,1.0004503306833028,1.1824180883607724,1.8966756493207828,0.574916012968816,1.4547082226968373,2.5302969301287184,4294,0.5,42
1.5,non_refractive,0.1788393270543868,0.48870311386396464,1.0029806554509064,1.1824180883607724,1.8966756493207828,37.45008584081099,50.228691822142586,1.3412170010944593,4288,0.5,42
1.5,refractive,0.03303059389326501,0.42214706103244404,1.000550509898221,1.1824180883607724,1.8966756493207828,0.6185228138828894,1.6273059462033668,2.6309554145426874,4288,0.5,42
1.7,non_refractive,0.24617959782227894,0.49878219691407266,1.004102993297038,1.1824180883607724,1.8966756493207828,41.922399075722936,93.04738792698579,2.219514865046669,4312,0.5,42
1.7,refractive,0.035457743867379876,0.3981358165652466,1.0005909623977898,1.1824180883607724,1.8966756493207828,0.6560040728783787,1.680982257469195,2.5624570440446703,4312,0.5,42
2.0,non_refractive,0.3468287022207187,0.5763634187716073,1.0057804783703452,1.1824180883607724,1.8966756493207828,48.52142600643736,157.46060367829293,3.24517675258354,4312,0.5,42
2.0,refractive,0.03332005241201154,0.3845335548839445,1.000555334206867,1.1824180883607724,1.8966756493207828,0.7320581580284925,1.8324507948924922,2.5031492031008433,4312,0.5,42
2.5,non_refractive,0.5709196551875705,0.9211616101424541,1.0095153275864595,1.1824180883607724,1.8966756493207828,59.545254073480024,257.88861954434634,4.330968497104852,4312,0.5,42
2.5,refractive,0.048225545843282695,0.41348140888408663,1.000803759097388,1.1824180883607724,1.8966756493207828,0.8769004838586449,2.151687812828801,2.453742303072614,4312,0.5,42
1.1,non_refractive,0.2307110415241539,1.0660056220036513,1.0038451840254026,1.1824180883607724,1.8966756493207828,30.874124084164936,38.97383461361181,1.2623462452689027,4054,0.82,42
1.1,refractive,0.07514590877556203,0.6716933983656896,1.0012524318129261,1.1824180883607724,1.8966756493207828,0.8216282895133176,2.3153468282145515,2.8179979411200917,4054,0.82,42
1.2,non_refractive,0.163699800965119,0.903086977792462,1.0027283300160854,1.1824180883607724,1.8966756493207828,33.07971604689536,20.87262729520741,0.6309796391727603,4247,0.82,42
1.2,refractive,0.06488087703632697,0.6347194059449373,1.0010813479506055,1.1824180883607724,1.8966756493207828,0.8272282696225136,2.18604307325429,2.642611662983713,4247,0.82,42
1.3,non_refractive,0.1563708290974351,0.7987850114630498,1.0026061804849573,1.1824180883607724,1.8966756493207828,35.310607750042095,20.157016338311006,0.5708487512024478,4282,0.82,42
1.3,refractive,0.06973219743644232,0.674738983088497,1.0011622032906073,1.1824180883607724,1.8966756493207828,0.8854697354952288,2.3562112134493165,2.6609731750250343,4282,0.82,42
1.4,non_refractive,0.17943992241793424,0.700776604337016,1.0029906653736322,1.1824180883607724,1.8966756493207828,37.60794908074318,35.8470912323048,0.9531785728421969,4294,0.82,42
1.4,refractive,0.07104144006785766,0.6615001688998067,1.001184024001131,1.1824180883607724,1.8966756493207828,0.9007743857266336,2.370266409386675,2.6313652418908835,4294,0.82,42
1.5,non_refractive,0.21714044817621483,0.7455758504480601,1.0036190074696036,1.1824180883607724,1.8966756493207828,39.92271520448139,53.99140098315929,1.3523980196892684,4288,0.82,42
1.5,refractive,0.08605537448778426,0.7149091268370349,1.001434256241463,1.1824180883607724,1.8966756493207828,0.9644557483099023,2.648101402716454,2.7456950796933364,4288,0.82,42
1.7,non_refractive,0.28739049286282753,0.7369281196453177,1.004789841547714,1.1824180883607724,1.8966756493207828,44.69572688443165,96.74926038342817,2.164619911733167,4312,0.82,42
1.7,refractive,0.08840532226763205,0.6727433544815068,1.0014734220377939,1.1824180883607724,1.8966756493207828,1.0228953804570873,2.7344759756521944,2.673270432045823,4312,0.82,42
2.0,non_refractive,0.38817963015727197,0.7807070086135618,1.006469660502621,1.1824180883607724,1.8966756493207828,51.73318193041527,160.79803385778493,3.1082185138750886,4312,0.82,42
2.0,refractive,0.08398681472411691,0.6440548283348534,1.001399780245402,1.1824180883607724,1.8966756493207828,1.1379993368155872,2.967591094095961,2.6077265584354725,4312,0.82,42
2.5,non_refractive,0.6273415777431465,1.0916463116084625,1.0104556929623858,1.1824180883607724,1.8966756493207828,63.37908361533681,260.8722951643179,4.116062907245801,4312,0.82,42
2.5,refractive,0.11438561685292899,0.6914699327492668,1.0019064269475488,1.1824180883607724,1.8966756493207828,1.3645405911060562,3.4114060425965382,2.500039987693846,4312,0.82,42
1.1,non_refractive,0.28529205291264975,1.3237363622890852,1.0047548675485443,1.1824180883607724,1.8966756493207828,48.73296204724922,32.84979381956692,0.6740775122127254,4054,1.2,42
1.1,refractive,0.16032963963756322,1.0135515673819604,1.0026721606606261,1.1824180883607724,1.8966756493207828,1.3546845611464793,3.6444188974413403,2.6902343187236464,4054,1.2,42
1.2,non_refractive,0.21445451239072968,1.1583575095164662,1.0035742418731788,1.1824180883607724,1.8966756493207828,52.182231681133295,24.755479319799303,0.47440438099832644,4247,1.2,42
1.2,refractive,0.13845868240797107,0.9625952316000358,1.0023076447067996,1.1824180883607724,1.8966756493207828,1.3843676581776483,3.5415869610174067,2.5582705144090663,4247,1.2,42
1.3,non_refractive,0.2110002233871288,1.0933673237394268,1.0035166703897855,1.1824180883607724,1.8966756493207828,55.66124578249395,34.04017957146478,0.6115597862197109,4282,1.2,42
1.3,refractive,0.1495689962072794,1.0236250945938983,1.0024928166034546,1.1824180883607724,1.8966756493207828,1.4897888477613788,3.800129845218543,2.5507841939673415,4282,1.2,42
1.4,non_refractive,0.23359557643627854,1.0068062491513083,1.0038932596072714,1.1824180883607724,1.8966756493207828,59.19022072655949,50.62841613322874,0.855351027784072,4294,1.2,42
1.4,refractive,0.149314490145798,1.0100598343511507,1.0024885748357633,1.1824180883607724,1.8966756493207828,1.5394124492128975,3.8246464791305543,2.4844845714259995,4294,1.2,42
1.5,non_refractive,0.2818545319860791,1.0782539051161373,1.0046975755331014,1.1824180883607724,1.8966756493207828,62.76334279395047,67.53304103499454,1.0759949682205867,4288,1.2,42
1.5,refractive,0.1800834574023614,1.099444107231953,1.003001390956706,1.1824180883607724,1.8966756493207828,1.6405151189514995,4.199527051879859,2.5598831753308673,4288,1.2,42
1.7,non_refractive,0.35406775721079836,1.050848698692862,1.0059011292868467,1.1824180883607724,1.8966756493207828,70.04640485859139,109.70349536270008,1.5661545454640795,4312,1.2,42
1.7,refractive,0.1812554503140877,1.0317447635109258,1.0030209241719015,1.1824180883607724,1.8966756493207828,1.7794160064868683,4.333388996860062,2.4352871847070467,4312,1.2,42
2.0,non_refractive,0.45403950056652204,1.0626204892164364,1.0075673250094421,1.1824180883607724,1.8966756493207828,80.84558846328892,173.52460318331555,2.146370710902935,4312,1.2,42
2.0,refractive,0.1731395048575303,0.9751368517288889,1.0028856584142922,1.1824180883607724,1.8966756493207828,2.0203771324839956,4.642250512281974,2.2977148363258597,4312,1.2,42
2.5,non_refractive,0.714039324856519,1.3533185287575897,1.0119006554142753,1.1824180883607724,1.8966756493207828,98.77586095475372,272.80565312874404,2.761865606554502,4312,1.2,42
2.5,refractive,0.22835400517364654,1.046613167552691,1.0038059000862274,1.1824180883607724,1.8966756493207828,2.4516077113577146,5.122128032083502,2.089293490289618,4312,1.2,42
1.1,non_refractive,0.20789435311589124,0.7724868887189992,1.003464905885265,1.2169216660941733,1.9727428619424974,21.388397190176242,41.288872630178346,1.930433228028066,4054,0.25,43
1.1,refractive,0.005375340019555272,0.19940634411891497,1.0000895890003259,1.2169216660941733,1.9727428619424974,0.31345755297922523,1.0126986231750177,3.230736071120084,4054,0.25,43
1.2,non_refractive,0.1771256565253929,0.6536649158482545,1.0029520942754233,1.2169216660941733,1.9727428619424974,23.080092519464884,20.751492426982804,0.8991078527731972,4247,0.25,43
1.2,refractive,0.00516773942898206,0.18723549312550875,1.000086128990483,1.2169216660941733,1.9727428619424974,0.31743902049708184,0.9294857936550823,2.9280766813090233,4247,0.25,43
1.3,non_refractive,0.14092772462321512,0.4367370975663359,1.002348795410387,1.2169216660941733,1.9727428619424974,24.683341305527605,12.417643465078433,0.5030778982218918,4282,0.25,43
1.3,refractive,0.00544599808242331,0.20087973443474264,1.000090766634707,1.2169216660941733,1.9727428619424974,0.3419989333969862,0.9320337669311973,2.7252534318559096,4282,0.25,43
1.4,non_refractive,0.14392841043085086,0.32212216600438465,1.002398806840514,1.2169216660941733,1.9727428619424974,26.328817586372097,28.551149810714712,1.0844068373770384,4294,0.25,43
1.4,refractive,0.006249956115473997,0.1930981312465283,1.0001041659352579,1.2169216660941733,1.9727428619424974,0.35296183842393897,0.8939801309752217,2.532795429010292,4294,0.25,43
