arm,shared_interface,refine_intrinsics,intrinsics_source,camera,water_z_recovered_m,water_z_gt_m,water_z_error_mm,camera_height_recovered_m,camera_height_gt_m,camera_height_drift_mm,surface_height_sum_m,focal_length_recovered_px,focal_length_gt_px,focal_drift_pct,standoff_m,reprojection_rms_px_control,degenerate_observations_at_solution,degenerate_observations_cause_above_interface,degenerate_observations_cause_behind_camera,degenerate_observations_cause_interface_below_camera,degenerate_observations_fate_extended,degenerate_observations_fate_penalized,seed
percamera_refined,False,True,refined_from_ground_truth,cam1,1.02716372661875,1.031,-3.8362733812498107,1.0278339022958263,1.031,-3.1660977041736427,1.02716372661875,1586.3917934574854,1587.79,-0.08805991614222108,1.0278339022958263,0.4989389940234133,0,0,0,0,0,0,42
percamera_refined,False,True,refined_from_ground_truth,cam10,1.0211085228726562,1.031,-9.891477127343729,1.0214051231386279,1.031,-9.59487686137206,1.0211085228726562,1584.800899064174,1587.79,-0.18825543276037418,1.0214051231386279,0.4989389940234133,0,0,0,0,0,0,42
percamera_refined,False,True,refined_from_ground_truth,cam11,1.0298201101631475,1.031,-1.1798898368524657,1.0279052675060707,1.031,-3.09473249392922,1.0298201101631475,1585.2522873882858,1587.79,-0.15982671585752156,1.0279052675060707,0.4989389940234133,0,0,0,0,0,0,42
percamera_refined,False,True,refined_from_ground_truth,cam2,1.0232175478344097,1.031,-7.782452165590259,1.0244510947288978,1.031,-6.548905271102079,1.0232175478344097,1586.282373655251,1587.79,-0.09495124322165034,1.0244510947288978,0.4989389940234133,0,0,0,0,0,0,42
percamera_refined,False,True,refined_from_ground_truth,cam3,1.0252174360280588,1.031,-5.7825639719411015,1.026361834641235,1.031,-4.638165358764823,1.0252174360280588,1586.3358507018638,1587.79,-0.09158322562405258,1.026361834641235,0.4989389940234133,0,0,0,0,0,0,42
percamera_refined,False,True,refined_from_ground_truth,cam4,1.0121121031373266,1.031,-18.887896862673337,1.0156720789996505,1.031,-15.32792100034941,1.0121121031373266,1585.4156222878055,1587.79,-0.14953978247718358,1.0156720789996505,0.4989389940234133,0,0,0,0,0,0,42
percamera_refined,False,True,refined_from_ground_truth,cam5,1.024845769891016,1.031,-6.15423010898386,1.0246753311189423,1.031,-6.324668881057649,1.024845769891016,1585.1269496498862,1587.79,-0.16772056443948732,1.0246753311189423,0.4989389940234133,0,0,0,0,0,0,42
percamera_refined,False,True,refined_from_ground_truth,cam6,1.0251439560888704,1.031,-5.856043911129483,1.0246640068616961,1.031,-6.335993138303797,1.0251439560888704,1584.7351523120947,1587.79,-0.19239620402605473,1.0246640068616961,0.4989389940234133,0,0,0,0,0,0,42
percamera_refined,False,True,refined_from_ground_truth,cam7,1.023763401527718,1.031,-7.236598472281974,1.025170668323507,1.031,-5.829331676493021,1.023763401527718,1586.2162476254637,1587.79,-0.09911590163285433,1.025170668323507,0.4989389940234133,0,0,0,0,0,0,42
percamera_refined,False,True,refined_from_ground_truth,cam8,1.024837034713234,1.031,-6.1629652867658535,1.0252555435366968,1.031,-5.744456463303127,1.024837034713234,1585.9604851467523,1587.79,-0.11522398133554826,1.0252555435366968,0.4989389940234133,0,0,0,0,0,0,42
percamera_refined,False,True,refined_from_ground_truth,cam9,1.020443534323973,1.031,-10.55646567602686,1.022233899065029,1.031,-8.766100934970877,1.020443534323973,1585.9695321007257,1587.79,-0.11465419855738246,1.022233899065029,0.4989389940234133,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam0,1.0314216314558542,1.031,0.42163145585427664,1.0314216314558542,1.031,0.42163145585427664,1.0314216314558542,1587.79,1587.79,0.0,1.0314216314558542,0.49960616513797923,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam1,1.0314216314558542,1.031,0.42163145585427664,1.0315809920770225,1.031,0.5809920770225574,1.0314216314558542,1587.79,1587.79,0.0,1.0315809920770225,0.49960616513797923,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam10,1.0314216314558542,1.031,0.42163145585427664,1.0317239140200154,1.031,0.7239140200154814,1.0314216314558542,1587.79,1587.79,0.0,1.0317239140200154,0.49960616513797923,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam11,1.0314216314558542,1.031,0.42163145585427664,1.0315676601866057,1.031,0.5676601866058117,1.0314216314558542,1587.79,1587.79,0.0,1.0315676601866057,0.49960616513797923,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam2,1.0314216314558542,1.031,0.42163145585427664,1.0314749799188452,1.031,0.47497991884526414,1.0314216314558542,1587.79,1587.79,0.0,1.0314749799188452,0.49960616513797923,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam3,1.0314216314558542,1.031,0.42163145585427664,1.0315859577462396,1.031,0.585957746239707,1.0314216314558542,1587.79,1587.79,0.0,1.0315859577462396,0.49960616513797923,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam4,1.0314216314558542,1.031,0.42163145585427664,1.0318220384346826,1.031,0.8220384346826481,1.0314216314558542,1587.79,1587.79,0.0,1.0318220384346826,0.49960616513797923,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam5,1.0314216314558542,1.031,0.42163145585427664,1.031874604442212,1.031,0.8746044422121013,1.0314216314558542,1587.79,1587.79,0.0,1.031874604442212,0.49960616513797923,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam6,1.0314216314558542,1.031,0.42163145585427664,1.031938997158735,1.031,0.9389971587350221,1.0314216314558542,1587.79,1587.79,0.0,1.031938997158735,0.49960616513797923,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam7,1.0314216314558542,1.031,0.42163145585427664,1.0321141136211676,1.031,1.114113621167645,1.0314216314558542,1587.79,1587.79,0.0,1.0321141136211676,0.49960616513797923,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam8,1.0314216314558542,1.031,0.42163145585427664,1.032012517796596,1.031,1.0125177965960575,1.0314216314558542,1587.79,1587.79,0.0,1.032012517796596,0.49960616513797923,0,0,0,0,0,0,42
shared_fixed,True,False,ground_truth_fixed,cam9,1.0314216314558542,1.031,0.42163145585427664,1.0319895695054153,1.031,0.9895695054153997,1.0314216314558542,1587.79,1587.79,0.0,1.0319895695054153,0.49960616513797923,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam0,1.0235695053390144,1.031,-7.430494660985554,1.0235695053390144,1.031,-7.430494660985554,1.0235695053390144,1585.433882068543,1587.79,-0.14838977014951554,1.0235695053390144,0.499007097764071,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam1,1.0235695053390144,1.031,-7.430494660985554,1.0250110947588569,1.031,-5.988905241143039,1.0235695053390144,1586.1807898596878,1587.79,-0.10134905373583052,1.0250110947588569,0.499007097764071,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam10,1.0235695053390144,1.031,-7.430494660985554,1.0233149544169047,1.031,-7.68504558309524,1.0235695053390144,1584.8593944820866,1587.79,-0.18457135502260147,1.0233149544169047,0.499007097764071,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam11,1.0235695053390144,1.031,-7.430494660985554,1.023034471021692,1.031,-7.965528978307823,1.0235695053390144,1584.8523347263235,1587.79,-0.18501598282370024,1.023034471021692,0.499007097764071,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam2,1.0235695053390144,1.031,-7.430494660985554,1.02477387577917,1.031,-6.2261242208299095,1.0235695053390144,1586.2997207705719,1587.79,-0.09385871112855586,1.02477387577917,0.499007097764071,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam3,1.0235695053390144,1.031,-7.430494660985554,1.0251425221184063,1.031,-5.857477881593631,1.0235695053390144,1586.2518056088772,1587.79,-0.09687643776083206,1.0251425221184063,0.499007097764071,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam4,1.0235695053390144,1.031,-7.430494660985554,1.0247974168227123,1.031,-6.202583177287613,1.0235695053390144,1586.0802210880006,1587.79,-0.10768293741611706,1.0247974168227123,0.499007097764071,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam5,1.0235695053390144,1.031,-7.430494660985554,1.023767936437117,1.031,-7.232063562882862,1.0235695053390144,1585.0683533733272,1587.79,-0.17141099431743093,1.023767936437117,0.499007097764071,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam6,1.0235695053390144,1.031,-7.430494660985554,1.0235532458698595,1.031,-7.446754130140398,1.0235695053390144,1584.6977548806153,1587.79,-0.1947515174793041,1.0235532458698595,0.499007097764071,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam7,1.0235695053390144,1.031,-7.430494660985554,1.0251016761352658,1.031,-5.898323864734101,1.0235695053390144,1586.2225937404999,1587.79,-0.09871621936780703,1.0251016761352658,0.499007097764071,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam8,1.0235695053390144,1.031,-7.430494660985554,1.0243220793860564,1.031,-6.6779206139435665,1.0235695053390144,1585.8714675272074,1587.79,-0.12083036628222554,1.0243220793860564,0.499007097764071,0,0,0,0,0,0,42
shared_refined,True,True,refined_from_ground_truth,cam9,1.0235695053390144,1.031,-7.430494660985554,1.0246152281145955,1.031,-6.384771885404428,1.0235695053390144,1586.0116749193705,1587.79,-0.11200001767421569,1.0246152281145955,0.499007097764071,0,0,0,0,0,0,42
percamera_fixed,False,False,ground_truth_fixed,cam0,1.036178229126897,1.031,5.178229126897138,1.036178229126897,1.031,5.178229126897138,1.036178229126897,1587.79,1587.79,0.0,1.036178229126897,0.49827488213672155,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam1,1.0297021840464076,1.031,-1.2978159535923517,1.031446141296904,1.031,0.4461412969041234,1.0297021840464076,1587.79,1587.79,0.0,1.031446141296904,0.49827488213672155,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam10,1.0294341278478372,1.031,-1.5658721521627506,1.0316614308885246,1.031,0.6614308885246611,1.0294341278478372,1587.79,1587.79,0.0,1.0316614308885246,0.49827488213672155,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam11,1.0298536246020695,1.031,-1.1463753979303881,1.0316947577704345,1.031,0.6947577704345953,1.0298536246020695,1587.79,1587.79,0.0,1.0316947577704345,0.49827488213672155,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam2,1.0279828710267118,1.031,-3.017128973288097,1.0303017066380369,1.031,-0.6982933619630316,1.0279828710267118,1587.79,1587.79,0.0,1.0303017066380369,0.49827488213672155,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam3,1.0222827683427864,1.031,-8.717231657213498,1.0261497441552097,1.031,-4.850255844790263,1.0222827683427864,1587.79,1587.79,0.0,1.0261497441552097,0.49827488213672155,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam4,1.030318689489999,1.031,-0.6813105100009764,1.0322674380439318,1.031,1.2674380439319233,1.030318689489999,1587.79,1587.79,0.0,1.0322674380439318,0.49827488213672155,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam5,1.0309548857222468,1.031,-0.045114277753111054,1.0326465175565167,1.031,1.646517556516791,1.0309548857222468,1587.79,1587.79,0.0,1.0326465175565167,0.49827488213672155,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam6,1.0275391394264217,1.031,-3.460860573578195,1.030288215166192,1.031,-0.7117848338078492,1.0275391394264217,1587.79,1587.79,0.0,1.030288215166192,0.49827488213672155,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam7,1.031882364632451,1.031,0.8823646324511714,1.0336054969287067,1.031,2.6054969287068186,1.031882364632451,1587.79,1587.79,0.0,1.0336054969287067,0.49827488213672155,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam8,1.0308469555640294,1.031,-0.15304443597052853,1.0328185191026893,1.031,1.8185191026893754,1.0308469555640294,1587.79,1587.79,0.0,1.0328185191026893,0.49827488213672155,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam9,1.0322788870176587,1.031,1.2788870176587697,1.033741873804848,1.031,2.7418738048481384,1.0322788870176587,1587.79,1587.79,0.0,1.033741873804848,0.49827488213672155,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam0,1.0397618609670134,1.031,8.76186096701348,1.0397618609670134,1.031,8.76186096701348,1.0397618609670134,1588.3097273539017,1587.79,0.03273275142819715,1.0397618609670134,0.4979681512148914,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam1,1.035289916165325,1.031,4.289916165325147,1.0369067710068458,1.031,5.90677100684589,1.035289916165325,1588.6010722750375,1587.79,0.05108183544659758,1.0369067710068458,0.4979681512148914,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam10,1.0309549013798331,1.031,-0.04509862016677246,1.0336926582307637,1.031,2.6926582307638114,1.0309549013798331,1588.4613650418078,1587.79,0.04228298715874286,1.0336926582307637,0.4979681512148914,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam11,1.0340031190091101,1.031,3.003119009110211,1.0360890493508796,1.031,5.089049350879726,1.0340031190091101,1588.7447855748665,1587.79,0.06013298829609026,1.0360890493508796,0.4979681512148914,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam2,1.0285138879219573,1.031,-2.4861120780426127,1.031078640631836,1.031,0.07864063183604664,1.0285138879219573,1587.7403744954815,1587.79,-0.0031254450852075573,1.031078640631836,0.4979681512148914,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam3,1.0218656846282832,1.031,-9.134315371716717,1.027417127883071,1.031,-3.58287211692887,1.0218656846282832,1589.110751698865,1587.79,0.08318176200032901,1.027417127883071,0.4979681512148914,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam4,1.0387685417292647,1.031,7.768541729264777,1.040028595560129,1.031,9.028595560129027,1.0387685417292647,1588.881613555819,1587.79,0.06875049948791052,1.040028595560129,0.4979681512148914,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam5,1.0323060143932783,1.031,1.3060143932783763,1.0354259359291875,1.031,4.425935929187608,1.0323060143932783,1588.9479065611847,1587.79,0.0729256741247108,1.0354259359291875,0.4979681512148914,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam6,1.029554587990611,1.031,-1.4454120093889689,1.0334215543871026,1.031,2.4215543871026757,1.029554587990611,1588.8644457099851,1587.79,0.06766925789841127,1.0334215543871026,0.4979681512148914,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam7,1.0351666270649509,1.031,4.166627064950967,1.0371841307877894,1.031,6.184130787789455,1.0351666270649509,1588.340556763912,1587.79,0.034674406811481824,1.0371841307877894,0.4979681512148914,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam8,1.03362263957546,1.031,2.6226395754600507,1.0366132253919862,1.031,5.613225391986276,1.03362263957546,1589.1472308701798,1587.79,0.08547924285830111,1.0366132253919862,0.4979681512148914,0,0,0,0,0,0,43
percamera_refined,False,True,refined_from_ground_truth,cam9,1.0324934638023513,1.031,1.4934638023513802,1.0340155429727576,1.031,3.0155429727576344,1.0324934638023513,1587.1905623980913,1587.79,-0.03775295233681254,1.0340155429727576,0.4979681512148914,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam0,1.0317103454649077,1.031,0.71034546490778,1.0317103454649077,1.031,0.71034546490778,1.0317103454649077,1587.79,1587.79,0.0,1.0317103454649077,0.49838095510665337,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam1,1.0317103454649077,1.031,0.71034546490778,1.0316659981363845,1.031,0.6659981363845713,1.0317103454649077,1587.79,1587.79,0.0,1.0316659981363845,0.49838095510665337,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam10,1.0317103454649077,1.031,0.71034546490778,1.0320375471910168,1.031,1.0375471910168965,1.0317103454649077,1587.79,1587.79,0.0,1.0320375471910168,0.49838095510665337,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam11,1.0317103454649077,1.031,0.71034546490778,1.0317815624629711,1.031,0.7815624629712303,1.0317103454649077,1587.79,1587.79,0.0,1.0317815624629711,0.49838095510665337,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam2,1.0317103454649077,1.031,0.71034546490778,1.0317664203829542,1.031,0.7664203829542693,1.0317103454649077,1587.79,1587.79,0.0,1.0317664203829542,0.49838095510665337,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam3,1.0317103454649077,1.031,0.71034546490778,1.031742174618303,1.031,0.7421746183031708,1.0317103454649077,1587.79,1587.79,0.0,1.031742174618303,0.49838095510665337,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam4,1.0317103454649077,1.031,0.71034546490778,1.0320331980225765,1.031,1.0331980225766202,1.0317103454649077,1587.79,1587.79,0.0,1.0320331980225765,0.49838095510665337,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam5,1.0317103454649077,1.031,0.71034546490778,1.0319458560995975,1.031,0.9458560995976306,1.0317103454649077,1587.79,1587.79,0.0,1.0319458560995975,0.49838095510665337,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam6,1.0317103454649077,1.031,0.71034546490778,1.0320285401817297,1.031,1.02854018172982,1.0317103454649077,1587.79,1587.79,0.0,1.0320285401817297,0.49838095510665337,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam7,1.0317103454649077,1.031,0.71034546490778,1.0322211062380422,1.031,1.22110623804228,1.0317103454649077,1587.79,1587.79,0.0,1.0322211062380422,0.49838095510665337,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam8,1.0317103454649077,1.031,0.71034546490778,1.0321792882436813,1.031,1.179288243681409,1.0317103454649077,1587.79,1587.79,0.0,1.0321792882436813,0.49838095510665337,0,0,0,0,0,0,43
shared_fixed,True,False,ground_truth_fixed,cam9,1.0317103454649077,1.031,0.71034546490778,1.0320623116452128,1.031,1.0623116452128656,1.0317103454649077,1587.79,1587.79,0.0,1.0320623116452128,0.49838095510665337,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam0,1.0337213833098304,1.031,2.7213833098305162,1.0337213833098304,1.031,2.7213833098305162,1.0337213833098304,1587.7190934459036,1587.79,-0.004465738800243233,1.0337213833098304,0.4980757191638623,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam1,1.0337213833098304,1.031,2.7213833098305162,1.0344436737234122,1.031,3.443673723412255,1.0337213833098304,1588.3747538540226,1587.79,0.0368281607783564,1.0344436737234122,0.4980757191638623,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam10,1.0337213833098304,1.031,2.7213833098305162,1.034607120397069,1.031,3.607120397069119,1.0337213833098304,1588.4554751743424,1587.79,0.04191203964897238,1.034607120397069,0.4980757191638623,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam11,1.0337213833098304,1.031,2.7213833098305162,1.034576841113416,1.031,3.5768411134160516,1.0337213833098304,1588.5188074746804,1587.79,0.04590074724494295,1.034576841113416,0.4980757191638623,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam2,1.0337213833098304,1.031,2.7213833098305162,1.0339773429970265,1.031,2.9773429970265664,1.0337213833098304,1587.8566258912085,1587.79,0.00419613999386314,1.0339773429970265,0.4980757191638623,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam3,1.0337213833098304,1.031,2.7213833098305162,1.0352388337182756,1.031,4.238833718275714,1.0337213833098304,1589.2747779995495,1587.79,0.09351224025529689,1.0352388337182756,0.4980757191638623,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam4,1.0337213833098304,1.031,2.7213833098305162,1.0352545730776341,1.031,4.254573077634216,1.0337213833098304,1588.8213835522793,1587.79,0.0649571764703956,1.0352545730776341,0.4980757191638623,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam5,1.0337213833098304,1.031,2.7213833098305162,1.0353306573488479,1.031,4.330657348847966,1.0337213833098304,1588.898767999536,1587.79,0.069830897003759,1.0353306573488479,0.4980757191638623,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam6,1.0337213833098304,1.031,2.7213833098305162,1.0355197589996095,1.031,4.519758999609547,1.0337213833098304,1589.0143937697776,1587.79,0.07711307980133611,1.0355197589996095,0.4980757191638623,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam7,1.0337213833098304,1.031,2.7213833098305162,1.0348275124882897,1.031,3.8275124882898304,1.0337213833098304,1588.1477200959691,1587.79,0.022529433739296185,1.0348275124882897,0.4980757191638623,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam8,1.0337213833098304,1.031,2.7213833098305162,1.0354006169168317,1.031,4.400616916831801,1.0337213833098304,1588.9726504139996,1587.79,0.07448405733753717,1.0354006169168317,0.4980757191638623,0,0,0,0,0,0,43
shared_refined,True,True,refined_from_ground_truth,cam9,1.0337213833098304,1.031,2.7213833098305162,1.0336716399272967,1.031,2.6716399272967983,1.0337213833098304,1587.0509177899562,1587.79,-0.04654785645732507,1.0336716399272967,0.4980757191638623,0,0,0,0,0,0,43
percamera_fixed,False,False,ground_truth_fixed,cam0,1.0270141500108403,1.031,-3.985849989159629,1.0270141500108403,1.031,-3.985849989159629,1.0270141500108403,1587.79,1587.79,0.0,1.0270141500108403,0.4999214445353247,0,0,0,0,0,0,44
percamera_fixed,False,False,ground_truth_fixed,cam1,1.0309725091542812,1.031,-0.027490845718736168,1.029906493614198,1.031,-1.0935063858019678,1.0309725091542812,1587.79,1587.79,0.0,1.029906493614198,0.4999214445353247,0,0,0,0,0,0,44
percamera_fixed,False,False,ground_truth_fixed,cam10,1.0334555414827549,1.031,2.4555414827549527,1.031652353474759,1.031,0.6523534747591153,1.0334555414827549,1587.79,1587.79,0.0,1.031652353474759,0.4999214445353247,0,0,0,0,0,0,44
percamera_fixed,False,False,ground_truth_fixed,cam11,1.0357428258897827,1.031,4.742825889782809,1.033435693495664,1.031,2.435693495664193,1.0357428258897827,1587.79,1587.79,0.0,1.033435693495664,0.4999214445353247,0,0,0,0,0,0,44
percamera_fixed,False,False,ground_truth_fixed,cam2,1.037798915853591,1.031,6.798915853591048,1.0345072993997577,1.031,3.5072993997578017,1.037798915853591,1587.79,1587.79,0.0,1.0345072993997577,0.4999214445353247,0,0,0,0,0,0,44
percamera_fixed,False,False,ground_truth_fixed,cam3,1.0379321612631036,1.031,6.932161263103698,1.0344983064970499,1.031,3.4983064970499633,1.0379321612631036,1587.79,1587.79,0.0,1.0344983064970499,0.4999214445353247,0,0,0,0,0,0,44
percamera_fixed,False,False,ground_truth_fixed,cam4,1.0326477238573526,1.031,1.6477238573526787,1.0304907382370043,1.031,-0.5092617629955942,1.0326477238573526,1587.79,1587.79,0.0,1.0304907382370043,0.4999214445353247,0,0,0,0,0,0,44
percamera_fixed,False,False,ground_truth_fixed,cam5,1.0326702581895943,1.031,1.6702581895944313,1.0305833181847843,1.031,-0.41668181521559156,1.0326702581895943,1587.79,1587.79,0.0,1.0305833181847843,0.4999214445353247,0,0,0,0,0,0,44
percamera_fixed,False,False,ground_truth_fixed,cam6,1.0339298320295038,1.031,2.9298320295039204,1.0313701280318948,1.031,0.3701280318948452,1.0339298320295038,1587.79,1587.79,0.0,1.0313701280318948,0.4999214445353247,0,0,0,0,0,0,44
