arm,shared_interface,refine_intrinsics,intrinsics_source,camera,water_z_recovered_m,water_z_gt_m,water_z_error_mm,camera_height_recovered_m,camera_height_gt_m,camera_height_drift_mm,surface_height_sum_m,focal_length_recovered_px,focal_length_gt_px,focal_drift_pct,standoff_m,reprojection_rms_px_control,seed
shared_fixed,True,False,ground_truth_fixed,cam10,1.0316297963842145,1.031,0.6297963842145649,1.031654504458719,1.031,0.654504458719174,1.0316297963842145,1587.79,1587.79,0.0,1.031654504458719,0.4996245176118636,42
shared_fixed,True,False,ground_truth_fixed,cam11,1.0316297963842145,1.031,0.6297963842145649,1.031640003766453,1.031,0.6400037664531233,1.0316297963842145,1587.79,1587.79,0.0,1.031640003766453,0.4996245176118636,42
shared_fixed,True,False,ground_truth_fixed,cam2,1.0316297963842145,1.031,0.6297963842145649,1.0317037739826658,1.031,0.7037739826658562,1.0316297963842145,1587.79,1587.79,0.0,1.0317037739826658,0.4996245176118636,42
shared_fixed,True,False,ground_truth_fixed,cam3,1.0316297963842145,1.031,0.6297963842145649,1.0317083668826421,1.031,0.7083668826421974,1.0316297963842145,1587.79,1587.79,0.0,1.0317083668826421,0.4996245176118636,42
shared_fixed,True,False,ground_truth_fixed,cam4,1.0316297963842145,1.031,0.6297963842145649,1.0317995920038776,1.031,0.7995920038776916,1.0316297963842145,1587.79,1587.79,0.0,1.0317995920038776,0.4996245176118636,42
shared_fixed,True,False,ground_truth_fixed,cam5,1.0316297963842145,1.031,0.6297963842145649,1.0317087592957064,1.031,0.7087592957064626,1.0316297963842145,1587.79,1587.79,0.0,1.0317087592957064,0.4996245176118636,42
shared_fixed,True,False,ground_truth_fixed,cam6,1.0316297963842145,1.031,0.6297963842145649,1.0316476821168041,1.031,0.6476821168042157,1.0316297963842145,1587.79,1587.79,0.0,1.0316476821168041,0.4996245176118636,42
shared_fixed,True,False,ground_truth_fixed,cam7,1.0316297963842145,1.031,0.6297963842145649,1.031791352110218,1.031,0.7913521102180798,1.0316297963842145,1587.79,1587.79,0.0,1.031791352110218,0.4996245176118636,42
shared_fixed,True,False,ground_truth_fixed,cam8,1.0316297963842145,1.031,0.6297963842145649,1.0317003584335291,1.031,0.7003584335292246,1.0316297963842145,1587.79,1587.79,0.0,1.0317003584335291,0.4996245176118636,42
shared_fixed,True,False,ground_truth_fixed,cam9,1.0316297963842145,1.031,0.6297963842145649,1.031777943612742,1.031,0.7779436127421935,1.0316297963842145,1587.79,1587.79,0.0,1.031777943612742,0.4996245176118636,42
shared_refined,True,True,refined_from_ground_truth,cam0,1.0235831839762572,1.031,-7.416816023742667,1.0235831839762572,1.031,-7.416816023742667,1.0235831839762572,1585.2815626608071,1587.79,-0.1579829410181966,1.0235831839762572,0.49903604691219283,42
shared_refined,True,True,refined_from_ground_truth,cam1,1.0235831839762572,1.031,-7.416816023742667,1.0249057146311873,1.031,-6.094285368812624,1.0235831839762572,1586.1070545163147,1587.79,-0.10599295144101024,1.0249057146311873,0.49903604691219283,42
shared_refined,True,True,refined_from_ground_truth,cam10,1.0235831839762572,1.031,-7.416816023742667,1.0234769831353263,1.031,-7.523016864673604,1.0235831839762572,1584.8640113058332,1587.79,-0.18428058459662738,1.0234769831353263,0.49903604691219283,42
shared_refined,True,True,refined_from_ground_truth,cam11,1.0235831839762572,1.031,-7.416816023742667,1.0232136470172608,1.031,-7.786352982739109,1.0235831839762572,1584.8552192689287,1587.79,-0.1848343125395181,1.0232136470172608,0.49903604691219283,42
shared_refined,True,True,refined_from_ground_truth,cam2,1.0235831839762572,1.031,-7.416816023742667,1.024404367346577,1.031,-6.595632653422889,1.0235831839762572,1586.1527067152563,1587.79,-0.1031177476079136,1.024404367346577,0.49903604691219283,42
shared_refined,True,True,refined_from_ground_truth,cam3,1.0235831839762572,1.031,-7.416816023742667,1.0246204840192046,1.031,-6.379515980795336,1.0235831839762572,1586.1362644416345,1587.79,-0.10415329220901359,1.0246204840192046,0.49903604691219283,42
shared_refined,True,True,refined_from_ground_truth,cam4,1.0235831839762572,1.031,-7.416816023742667,1.0240700413226274,1.031,-6.929958677372561,1.0235831839762572,1585.9116643496939,1587.79,-0.1182987454453107,1.0240700413226274,0.49903604691219283,42
shared_refined,True,True,refined_from_ground_truth,cam5,1.0235831839762572,1.031,-7.416816023742667,1.0229934363135496,1.031,-8.006563686450363,1.0235831839762572,1584.8643798354135,1587.79,-0.18425737437485198,1.0229934363135496,0.49903604691219283,42
shared_refined,True,True,refined_from_ground_truth,cam6,1.0235831839762572,1.031,-7.416816023742667,1.0228167260848262,1.031,-8.183273915173706,1.0235831839762572,1584.4856481303489,1587.79,-0.20811013230031047,1.0228167260848262,0.49903604691219283,42
shared_refined,True,True,refined_from_ground_truth,cam7,1.0235831839762572,1.031,-7.416816023742667,1.0245911247765238,1.031,-6.408875223476107,1.0235831839762572,1586.0518417414933,1587.79,-0.10947028627883415,1.0245911247765238,0.49903604691219283,42
shared_refined,True,True,refined_from_ground_truth,cam8,1.0235831839762572,1.031,-7.416816023742667,1.0241134577187316,1.031,-6.886542281268282,1.0235831839762572,1585.8042823078717,1587.79,-0.12506173310880023,1.0241134577187316,0.49903604691219283,42
shared_refined,True,True,refined_from_ground_truth,cam9,1.0235831839762572,1.031,-7.416816023742667,1.0246165117822938,1.031,-6.383488217706068,1.0235831839762572,1585.9811014894258,1587.79,-0.11392555127404641,1.0246165117822938,0.49903604691219283,42
percamera_fixed,False,False,ground_truth_fixed,cam0,1.0367784981646473,1.031,5.778498164647372,1.0367784981646473,1.031,5.778498164647372,1.0367784981646473,1587.79,1587.79,0.0,1.0367784981646473,0.49828614668076937,43
percamera_fixed,False,False,ground_truth_fixed,cam1,1.0301135607794003,1.031,-0.8864392205996108,1.0319569224968435,1.031,0.9569224968435375,1.0301135607794003,1587.79,1587.79,0.0,1.0319569224968435,0.49828614668076937,43
percamera_fixed,False,False,ground_truth_fixed,cam10,1.0289862210691443,1.031,-2.0137789308556364,1.031224963078828,1.031,0.22496307882802213,1.0289862210691443,1587.79,1587.79,0.0,1.031224963078828,0.49828614668076937,43
percamera_fixed,False,False,ground_truth_fixed,cam11,1.029507035994687,1.031,-1.4929640053129578,1.031478621679278,1.031,0.4786216792780351,1.029507035994687,1587.79,1587.79,0.0,1.031478621679278,0.49828614668076937,43
percamera_fixed,False,False,ground_truth_fixed,cam2,1.0283448830309003,1.031,-2.6551169690995913,1.0307816915372985,1.031,-0.21830846270143311,1.0283448830309003,1587.79,1587.79,0.0,1.0307816915372985,0.49828614668076937,43
percamera_fixed,False,False,ground_truth_fixed,cam3,1.02264883295472,1.031,-8.351167045279828,1.0265512211534422,1.031,-4.448778846557699,1.02264883295472,1587.79,1587.79,0.0,1.0265512211534422,0.49828614668076937,43
percamera_fixed,False,False,ground_truth_fixed,cam4,1.030380624343357,1.031,-0.6193756566428288,1.032324673854603,1.031,1.324673854603109,1.030380624343357,1587.79,1587.79,0.0,1.032324673854603,0.49828614668076937,43
percamera_fixed,False,False,ground_truth_fixed,cam5,1.030325598830399,1.031,-0.6744011696009355,1.0320613101159033,1.031,1.06131011590338,1.030325598830399,1587.79,1587.79,0.0,1.0320613101159033,0.49828614668076937,43
percamera_fixed,False,False,ground_truth_fixed,cam6,1.0271429623175576,1.031,-3.857037682442277,1.0297337310572738,1.031,-1.2662689427260787,1.0271429623175576,1587.79,1587.79,0.0,1.0297337310572738,0.49828614668076937,43
percamera_fixed,False,False,ground_truth_fixed,cam7,1.0314635699128463,1.031,0.4635699128463511,1.0329862654545137,1.031,1.986265454513747,1.0314635699128463,1587.79,1587.79,0.0,1.0329862654545137,0.49828614668076937,43
percamera_fixed,False,False,ground_truth_fixed,cam8,1.0305482966326622,1.031,-0.4517033673376858,1.0322726737155403,1.031,1.2726737155404066,1.0305482966326622,1587.79,1587.79,0.0,1.0322726737155403,0.49828614668076937,43
percamera_fixed,False,False,ground_truth_fixed,cam9,1.0319082760473939,1.031,0.9082760473939633,1.033224895660534,1.031,2.2248956605341874,1.0319082760473939,1587.79,1587.79,0.0,1.033224895660534,0.49828614668076937,43
percamera_refined,False,True,refined_from_ground_truth,cam0,1.039960955709482,1.031,8.960955709482077,1.039960955709482,1.031,8.960955709482077,1.039960955709482,1588.394646946653,1587.79,0.03808104010310052,1.039960955709482,0.49797564072105777,43
percamera_refined,False,True,refined_from_ground_truth,cam1,1.0362761923476047,1.031,5.276192347604791,1.0377008087709443,1.031,6.700808770944366,1.0362761923476047,1588.699969862085,1587.79,0.05731046688069979,1.0377008087709443,0.49797564072105777,43
percamera_refined,False,True,refined_from_ground_truth,cam10,1.0307766876347115,1.031,-0.22331236528838616,1.033279369169221,1.031,2.2793691692211127,1.0307766876347115,1588.3937567514165,1587.79,0.03802497505441779,1.033279369169221,0.49797564072105777,43
percamera_refined,False,True,refined_from_ground_truth,cam11,1.0339366638849943,1.031,2.9366638849943616,1.0359282977958528,1.031,4.9282977958529095,1.0339366638849943,1588.7335762906982,1587.79,0.059427020619746605,1.0359282977958528,0.49797564072105777,43
percamera_refined,False,True,refined_from_ground_truth,cam2,1.0296081937154653,1.031,-1.3918062845346135,1.0318710994331899,1.031,0.8710994331899702,1.0296081937154653,1587.7946197067886,1587.79,0.00029095200175192535,1.0318710994331899,0.49797564072105777,43
percamera_refined,False,True,refined_from_ground_truth,cam3,1.0227721801157108,1.031,-8.227819884289111,1.0279050776004055,1.031,-3.094922399594413,1.0227721801157108,1589.119002665172,1587.79,0.083701412981067,1.0279050776004055,0.49797564072105777,43
percamera_refined,False,True,refined_from_ground_truth,cam4,1.0389103518226863,1.031,7.910351822686401,1.0397853117893852,1.031,8.785311789385242,1.0389103518226863,1588.8548107398756,1587.79,0.06706244149891429,1.0397853117893852,0.49797564072105777,43
percamera_refined,False,True,refined_from_ground_truth,cam5,1.031706563049296,1.031,0.7065630492961716,1.03445209079101,1.031,3.452090791010054,1.031706563049296,1588.850068553274,1587.79,0.06676377564249994,1.03445209079101,0.49797564072105777,43
percamera_refined,False,True,refined_from_ground_truth,cam6,1.0289566397186558,1.031,-2.0433602813441087,1.032310550032732,1.031,1.3105500327321717,1.0289566397186558,1588.743030056392,1587.79,0.06002242465262919,1.032310550032732,0.49797564072105777,43
percamera_refined,False,True,refined_from_ground_truth,cam7,1.034582833539613,1.031,3.582833539613084,1.0361227447712142,1.031,5.122744771214327,1.034582833539613,1588.2579892209137,1587.79,0.029474251690321175,1.0361227447712142,0.49797564072105777,43
percamera_refined,False,True,refined_from_ground_truth,cam8,1.033410146361644,1.031,2.410146361644161,1.0358634354434713,1.031,4.863435443471342,1.033410146361644,1589.0452137841683,1587.79,0.079054143442665,1.0358634354434713,0.49797564072105777,43
percamera_refined,False,True,refined_from_ground_truth,cam9,1.032311682226684,1.031,1.3116822266840966,1.0334229076265542,1.031,2.4229076265542826,1.032311682226684,1587.1013093477952,1587.79,-0.043374164858371776,1.0334229076265542,0.49797564072105777,43
shared_fixed,True,False,ground_truth_fixed,cam0,1.031821588530504,1.031,0.8215885305040693,1.031821588530504,1.031,0.8215885305040693,1.031821588530504,1587.79,1587.79,0.0,1.031821588530504,0.4983940768033085,43
shared_fixed,True,False,ground_truth_fixed,cam1,1.031821588530504,1.031,0.8215885305040693,1.0318257366924783,1.031,0.8257366924784293,1.031821588530504,1587.79,1587.79,0.0,1.0318257366924783,0.4983940768033085,43
shared_fixed,True,False,ground_truth_fixed,cam10,1.031821588530504,1.031,0.8215885305040693,1.0318632548389441,1.031,0.8632548389442274,1.031821588530504,1587.79,1587.79,0.0,1.0318632548389441,0.4983940768033085,43
shared_fixed,True,False,ground_truth_fixed,cam11,1.031821588530504,1.031,0.8215885305040693,1.0317572949488938,1.031,0.7572949488938718,1.031821588530504,1587.79,1587.79,0.0,1.0317572949488938,0.4983940768033085,43
shared_fixed,True,False,ground_truth_fixed,cam2,1.031821588530504,1.031,0.8215885305040693,1.0319321604716294,1.031,0.9321604716294729,1.031821588530504,1587.79,1587.79,0.0,1.0319321604716294,0.4983940768033085,43
shared_fixed,True,False,ground_truth_fixed,cam3,1.031821588530504,1.031,0.8215885305040693,1.0318229335258244,1.031,0.8229335258245207,1.031821588530504,1587.79,1587.79,0.0,1.0318229335258244,0.4983940768033085,43
shared_fixed,True,False,ground_truth_fixed,cam4,1.031821588530504,1.031,0.8215885305040693,1.03198670522489,1.031,0.9867052248901942,1.031821588530504,1587.79,1587.79,0.0,1.03198670522489,0.4983940768033085,43
shared_fixed,True,False,ground_truth_fixed,cam5,1.031821588530504,1.031,0.8215885305040693,1.031747835706059,1.031,0.7478357060590746,1.031821588530504,1587.79,1587.79,0.0,1.031747835706059,0.4983940768033085,43
shared_fixed,True,False,ground_truth_fixed,cam6,1.031821588530504,1.031,0.8215885305040693,1.0316921795479952,1.031,0.6921795479952753,1.031821588530504,1587.79,1587.79,0.0,1.0316921795479952,0.4983940768033085,43
shared_fixed,True,False,ground_truth_fixed,cam7,1.031821588530504,1.031,0.8215885305040693,1.0318346204227078,1.031,0.8346204227078768,1.031821588530504,1587.79,1587.79,0.0,1.0318346204227078,0.4983940768033085,43
shared_fixed,True,False,ground_truth_fixed,cam8,1.031821588530504,1.031,0.8215885305040693,1.031778205764681,1.031,0.778205764681017,1.031821588530504,1587.79,1587.79,0.0,1.031778205764681,0.4983940768033085,43
shared_fixed,True,False,ground_truth_fixed,cam9,1.031821588530504,1.031,0.8215885305040693,1.0317448412224208,1.031,0.7448412224209111,1.031821588530504,1587.79,1587.79,0.0,1.0317448412224208,0.4983940768033085,43
shared_refined,True,True,refined_from_ground_truth,cam0,1.0336058785066788,1.031,2.605878506678927,1.0336058785066788,1.031,2.605878506678927,1.0336058785066788,1587.71986946194,1587.79,-0.004416864828463268,1.0336058785066788,0.49807927361184445,43
shared_refined,True,True,refined_from_ground_truth,cam1,1.0336058785066788,1.031,2.605878506678927,1.0343028893567041,1.031,3.3028893567041973,1.0336058785066788,1588.3536393817947,1587.79,0.035498358208245484,1.0343028893567041,0.49807927361184445,43
shared_refined,True,True,refined_from_ground_truth,cam10,1.0336058785066788,1.031,2.605878506678927,1.0342796524892561,1.031,3.279652489256213,1.0336058785066788,1588.356985785403,1587.79,0.03570911678515098,1.0342796524892561,0.49807927361184445,43
shared_refined,True,True,refined_from_ground_truth,cam11,1.0336058785066788,1.031,2.605878506678927,1.03436165254881,1.031,3.3616525488100457,1.0336058785066788,1588.46139937112,1587.79,0.042285149240142594,1.03436165254881,0.49807927361184445,43
shared_refined,True,True,refined_from_ground_truth,cam2,1.0336058785066788,1.031,2.605878506678927,1.0337643860155303,1.031,2.764386015530418,1.0336058785066788,1587.8010631906632,1587.79,0.000696766616694143,1.0337643860155303,0.49807927361184445,43
shared_refined,True,True,refined_from_ground_truth,cam3,1.0336058785066788,1.031,2.605878506678927,1.0349227030828902,1.031,3.922703082890333,1.0336058785066788,1589.1996460063885,1587.79,0.08878038067934577,1.0349227030828902,0.49807927361184445,43
shared_refined,True,True,refined_from_ground_truth,cam4,1.0336058785066788,1.031,2.605878506678927,1.0348307430097585,1.031,3.830743009758608,1.0336058785066788,1588.7315006812219,1587.79,0.059296297446255246,1.0348307430097585,0.49807927361184445,43
shared_refined,True,True,refined_from_ground_truth,cam5,1.0336058785066788,1.031,2.605878506678927,1.0348222320969356,1.031,3.8222320969356627,1.0336058785066788,1588.8072683177488,1587.79,0.06406819023604243,1.0348222320969356,0.49807927361184445,43
shared_refined,True,True,refined_from_ground_truth,cam6,1.0336058785066788,1.031,2.605878506678927,1.0349222418802468,1.031,3.922241880246924,1.0336058785066788,1588.9009466542232,1587.79,0.06996811002860572,1.0349222418802468,0.49807927361184445,43
shared_refined,True,True,refined_from_ground_truth,cam7,1.0336058785066788,1.031,2.605878506678927,1.034267638790591,1.031,3.2676387905909987,1.0336058785066788,1588.059605125583,1587.79,0.01697989819705278,1.034267638790591,0.49807927361184445,43
shared_refined,True,True,refined_from_ground_truth,cam8,1.0336058785066788,1.031,2.605878506678927,1.0348616470320056,1.031,3.861647032005644,1.0336058785066788,1588.8554728872464,1587.79,0.06710414395143029,1.0348616470320056,0.49807927361184445,43
shared_refined,True,True,refined_from_ground_truth,cam9,1.0336058785066788,1.031,2.605878506678927,1.0332244737139686,1.031,2.224473713968722,1.0336058785066788,1586.9383829934102,1587.79,-0.05363536781248004,1.0332244737139686,0.49807927361184445,43
percamera_fixed,False,False,ground_truth_fixed,cam0,1.026306774533067,1.031,-4.69322546693296,1.026306774533067,1.031,-4.69322546693296,1.026306774533067,1587.79,1587.79,0.0,1.026306774533067,0.49995242711277404,44
percamera_fixed,False,False,ground_truth_fixed,cam1,1.03020108593127,1.031,-0.7989140687298946,1.0293114505583696,1.031,-1.688549441630327,1.03020108593127,1587.79,1587.79,0.0,1.0293114505583696,0.49995242711277404,44
percamera_fixed,False,False,ground_truth_fixed,cam10,1.03293016724459,1.031,1.930167244590164,1.0310905120275407,1.031,0.09051202754073451,1.03293016724459,1587.79,1587.79,0.0,1.0310905120275407,0.49995242711277404,44
percamera_fixed,False,False,ground_truth_fixed,cam11,1.0352466080978389,1.031,4.246608097838944,1.0328537856746975,1.031,1.8537856746976278,1.0352466080978389,1587.79,1587.79,0.0,1.0328537856746975,0.49995242711277404,44
percamera_fixed,False,False,ground_truth_fixed,cam2,1.0371734407572653,1.031,6.173440757265336,1.0342118779087006,1.031,3.2118779087007,1.0371734407572653,1587.79,1587.79,0.0,1.0342118779087006,0.49995242711277404,44
percamera_fixed,False,False,ground_truth_fixed,cam3,1.0376610957083225,1.031,6.6610957083226285,1.034630919286758,1.031,3.630919286758072,1.0376610957083225,1587.79,1587.79,0.0,1.034630919286758,0.49995242711277404,44
percamera_fixed,False,False,ground_truth_fixed,cam4,1.032492081117392,1.031,1.4920811173921855,1.030880164108458,1.031,-0.11983589154196395,1.032492081117392,1587.79,1587.79,0.0,1.030880164108458,0.49995242711277404,44
percamera_fixed,False,False,ground_truth_fixed,cam5,1.0323463755150877,1.031,1.346375515087761,1.0308833977570455,1.031,-0.11660224295440003,1.0323463755150877,1587.79,1587.79,0.0,1.0308833977570455,0.49995242711277404,44
percamera_fixed,False,False,ground_truth_fixed,cam6,1.033476207676411,1.031,2.476207676411102,1.0315655288538386,1.031,0.5655288538386483,1.033476207676411,1587.79,1587.79,0.0,1.0315655288538386,0.49995242711277404,44
percamera_fixed,False,False,ground_truth_fixed,cam7,1.0338988827655635,1.031,2.898882765563604,1.0318298964223396,1.031,0.8298964223396599,1.0338988827655635,1587.79,1587.79,0.0,1.0318298964223396,0.49995242711277404,44
percamera_fixed,False,False,ground_truth_fixed,cam8,1.0324546735311653,1.031,1.4546735311653514,1.0308366461683907,1.031,-0.16335383160925865,1.0324546735311653,1587.79,1587.79,0.0,1.0308366461683907,0.49995242711277404,44
percamera_fixed,False,False,ground_truth_fixed,cam9,1.0336781197007876,1.031,2.6781197007876845,1.0318397446808782,1.031,0.8397446808783293,1.0336781197007876,1587.79,1587.79,0.0,1.0318397446808782,0.49995242711277404,44
percamera_refined,False,True,refined_from_ground_truth,cam0,1.0299470555246468,1.031,-1.0529444753530903,1.0299470555246468,1.031,-1.0529444753530903,1.0299470555246468,1588.6767875951261,1587.79,0.0558504333146184,1.0299470555246468,0.4994584182232543,44
percamera_refined,False,True,refined_from_ground_truth,cam1,1.0298893958258846,1.031,-1.1106041741153483,1.0287617115878451,1.031,-2.2382884121547875,1.0298893958258846,1587.3055975640966,1587.79,-0.03050796616072329,1.0287617115878451,0.4994584182232543,44
percamera_refined,False,True,refined_from_ground_truth,cam10,1.025414859506504,1.031,-5.585140493495899,1.023846271062999,1.031,-7.153728937000947,1.025414859506504,1586.11582358184,1587.79,-0.10544067024984155,1.023846271062999,0.4994584182232543,44
percamera_refined,False,True,refined_from_ground_truth,cam11,1.0336740514007159,1.031,2.674051400715971,1.0311018696193126,1.031,0.1018696193126889,1.0336740514007159,1587.2146349231782,1587.79,-0.03623684976109901,1.0311018696193126,0.4994584182232543,44
percamera_refined,False,True,refined_from_ground_truth,cam2,1.036604779943586,1.031,5.604779943586102,1.0336729784182523,1.031,2.672978418252425,1.036604779943586,1587.5955152497527,1587.79,-0.012248770318951748,1.0336729784182523,0.4994584182232543,44
percamera_refined,False,True,refined_from_ground_truth,cam3,1.034575405114993,1.031,3.575405114992991,1.032410507089561,1.031,1.4105070895611416,1.034575405114993,1587.703403165557,1587.79,-0.005453922397991624,1.032410507089561,0.4994584182232543,44
percamera_refined,False,True,refined_from_ground_truth,cam4,1.035190420671775,1.031,4.190420671775108,1.033069824926129,1.031,2.06982492612906,1.035190420671775,1587.854990388136,1587.79,0.0040931349949325,1.033069824926129,0.4994584182232543,44
percamera_refined,False,True,refined_from_ground_truth,cam5,1.029779777888667,1.031,-1.2202221113328804,1.0285306888376384,1.031,-2.469311162361487,1.029779777888667,1587.1729537462809,1587.79,-0.03886195616039158,1.0285306888376384,0.4994584182232543,44
percamera_refined,False,True,refined_from_ground_truth,cam6,1.0329139758334973,1.031,1.9139758334973944,1.0324101906408052,1.031,1.4101906408052756,1.0329139758334973,1588.976429598208,1587.79,0.07472207270532949,1.0324101906408052,0.4994584182232543,44
percamera_refined,False,True,refined_from_ground_truth,cam7,1.0334783635425973,1.031,2.4783635425973394,1.031368428024883,1.031,0.3684280248830163,1.0334783635425973,1587.8756038191868,1587.79,0.005391381680629806,1.031368428024883,0.4994584182232543,44
