iteration,n_fev,cost,step_norm,optimality,water_z,tilt_rx,tilt_ry
1,2,3680.5018001045455,0.0,5389.237346502872,1.024453784438046,nan,nan
2,3,3680.4647121381677,1.1012246260037644,6625.708664089188,1.0236167089146366,nan,nan
3,4,3680.464698756361,0.0409644412525708,6625.741783195807,1.0235831839762572,nan,nan
