depth_min,depth_max,mean_error,std_error,num_observations
-0.053553289594511666,0.04701464573442973,0.6952718618036057,0.7397260252807432,134
0.04701464573442973,0.14758258106337113,0.6078465637848827,0.825298503517281,1184
0.14758258106337113,0.24815051639231256,0.5588513182553786,0.6006869686052178,6685
0.24815051639231256,0.34871845172125393,0.610975604989805,0.7755966144992478,6966
0.34871845172125393,0.4492863870501953,0.5933109448158563,0.747799397700867,4124
