camera,x_m,y_m,z_m,fx_px,fy_px,cx_px,cy_px,water_z_m,h_c_m,reprojection_rms_px
e3v8250,-0.33822680302795755,0.5798022167766571,-0.0009770590913852368,753.3349188902066,753.0335429663264,802.8572166729239,562.5390196202367,1.0738404142952647,1.07481747338665,14.85638129714057
e3v829d,0.0,0.0,0.0,1597.7093961618075,1596.4148067097744,841.0517882942945,593.0704336105912,1.0738404142952647,1.0738404142952647,0.5537182509136003
e3v82e0,-0.3366543492405202,-0.06047222794896976,-0.006385909889856666,1612.5798096176384,1612.7738563452463,748.0880621835959,590.276836197532,1.0738404142952647,1.0802263241851213,0.6993395616837791
e3v82f9,0.33693956937713687,0.575016411753522,-0.008522334068505624,1594.8381455185593,1595.6558044794074,796.6402747965585,566.7554300863358,1.0738404142952647,1.0823627483637703,0.6127228631349266
e3v831e,-0.8990204338435651,0.2656893857158773,0.0024457906641733376,1593.8255521850106,1600.0024215609396,747.6966426188526,587.2585102304895,1.0738404142952647,1.0713946236310914,0.7060847359990169
e3v832e,0.20885820605964542,0.24256098199102977,0.001791098297222343,1603.92375563122,1603.0988326871952,814.9116651436561,624.5523143920939,1.0738404142952647,1.0720493159980424,0.5627526610117214
e3v8334,-0.6661733777323073,0.0021614831927816492,0.005762166004228332,1572.559214893082,1574.3472374098694,763.0432164992266,602.0496489804908,1.0738404142952647,1.0680782482910363,0.6699186594231861
e3v83e9,-0.34050968692211836,1.197724082451863,0.01656783687681129,1585.7930177817466,1588.2990499279686,788.532480556564,606.0498882668929,1.0738404142952647,1.0572725774184535,0.9380141794121527
e3v83eb,-0.8942514228851597,0.8847342695718312,-0.0024792694114622402,1603.2706186668859,1606.7031180656384,747.2880360371404,613.0771823962825,1.0738404142952647,1.0763196837067268,0.9674563170776641
e3v83ee,0.0019010094335229497,1.154289294626487,-0.03866131828715708,1630.3975960248351,1634.872020226187,734.68272001263,600.1237344454383,1.0738404142952647,1.1125017325824218,0.8203725194970607
e3v83ef,0.2226357073453503,0.8721098047582831,0.005429998005114393,1590.5564217907051,1590.9205880642169,821.4181784772445,612.5788803234637,1.0738404142952647,1.0684104162901502,0.5561948978122886
e3v83f0,-1.0025391822074747,0.5673068339144606,0.026663628583864507,1551.4069910021944,1559.2485212871948,758.5115625839328,588.6128412635559,1.0738404142952647,1.0471767857114003,2.081550779552658
e3v83f1,-0.6827945990596354,1.152239008524949,-0.03065780714869596,1633.0301329269396,1636.184394989095,718.3579363460211,588.9076339448816,1.0738404142952647,1.1044982214439607,0.7203370934631421
