residual_x_px,residual_y_px,camera,is_auxiliary
-13.214977083139274,-0.07370192169082657,e3v8250,True
-13.195473735747555,-71.42436027986014,e3v8250,True
-13.04706247852107,-15.467935321446816,e3v8250,True
-13.02494622270433,0.9747968725820328,e3v8250,True
-12.987049299441423,-12.56518598106345,e3v8250,True
-12.975732521036889,1.5577672170900883,e3v8250,True
-12.92421871625038,-6.03889196264322,e3v8250,True
-12.837834001389183,-25.84163368983718,e3v8250,True
-12.82971485346934,-16.450266047094146,e3v8250,True
-12.812449977251845,1.7246501447422702,e3v8250,True
-12.791140206819364,2.8894655953533857,e3v8250,True
-12.727068392013962,-11.560985755925117,e3v8250,True
-12.709800008343564,-8.533783331839004,e3v8250,True
-12.672215229224093,-4.279367755253247,e3v8250,True
-12.622397921846186,-4.519855260445183,e3v8250,True
-12.582995309408147,-33.97059415917022,e3v8250,True
-12.560989722840532,-14.820872163592298,e3v8250,True
-12.536431490537097,-4.910080870635966,e3v8250,True
-12.487312266501704,13.536732888911558,e3v8250,True
-12.333871498872782,-19.393469075137205,e3v8250,True
-12.332585259322173,-36.51808341772505,e3v8250,True
-12.248472034208817,-2.2962307622412936,e3v8250,True
-12.208353481466474,-10.498312555822167,e3v8250,True
-12.1804814445195,-2.91637541187049,e3v8250,True
-12.16870738561181,-22.263360510050916,e3v8250,True
-12.165429057081155,0.8833537432642515,e3v8250,True
-12.163360860669172,-26.862079266863134,e3v8250,True
-12.139517953065479,4.483485386665279,e3v8250,True
-12.105558139342065,-3.607736618581157,e3v8250,True
-11.996336203305873,-15.78897167588525,e3v8250,True
-11.965927580864445,8.29354435916514,e3v8250,True
-11.932631656314356,-47.72683791518375,e3v8250,True
-11.78386198589692,-8.77332783556983,e3v8250,True
-11.76312857773155,-17.590381560622973,e3v8250,True
-11.74563312896089,12.63063697004634,e3v8250,True
-11.713442100069642,-8.444272026937028,e3v8250,True
-11.706118755438865,-22.722371927263453,e3v8250,True
-11.700590173445107,-9.706311527193066,e3v8250,True
-11.686721700044018,-1.549667531834757,e3v8250,True
-11.617757482433717,-15.86894963561997,e3v8250,True
-11.61278336277519,-31.000806969998848,e3v8250,True
-11.592565179724602,-20.326900325175302,e3v8250,True
-11.495102429682333,-43.91183782587393,e3v8250,True
-11.493907383919122,-26.03567960414682,e3v8250,True
-11.490697416519197,-7.523772480414436,e3v8250,True
-11.451219764859616,-4.764373041846284,e3v8250,True
-11.446696289583315,-18.689607281986582,e3v8250,True
-11.431032377667862,-7.874335624713581,e3v8250,True
-11.359091611456165,-19.044453416347324,e3v8250,True
-11.316788591136401,-27.087936799958243,e3v8250,True
-11.300480982685372,-22.766729634453213,e3v8250,True
-11.279167046062867,-3.9765562400305043,e3v8250,True
-11.274980648162455,-0.5087025270348704,e3v8250,True
-11.2505296521108,-4.997150943666156,e3v8250,True
-11.236536419515232,-30.661816498696226,e3v8250,True
-11.212214367437241,-16.902507805173855,e3v8250,True
-11.191669096121586,7.751688452081794,e3v8250,True
-11.181516488132274,-1.3730894105658535,e3v8250,True
-11.178791928656437,-15.895817009713483,e3v8250,True
-11.142845100301201,1.8125564813143455,e3v8250,True
-11.14117999396035,-14.497350417915527,e3v8250,True
-11.107939725795632,-12.760732284307778,e3v8250,True
-11.043139795355387,-14.011373365624195,e3v8250,True
-11.036039667262799,-9.40056856002434,e3v8250,True
-11.029942639028377,-0.6609403389650197,e3v8250,True
-10.996945656022945,-10.353072811267111,e3v8250,True
-10.963040903406636,-11.298347089660183,e3v8250,True
-10.944799145578827,0.2385099691199457,e3v8250,True
-10.93490827145206,4.921746939345212,e3v8250,True
-10.924778528022443,-2.2758641843430496,e3v8250,True
-10.860571620991209,-40.81703363785323,e3v8250,True
-10.776461607641977,-11.235288216310892,e3v8250,True
-10.77326496471619,6.6914266671658424,e3v8250,True
-10.741120533546564,-25.26266655159145,e3v8250,True
-10.726458164726864,-6.802960399175845,e3v8250,True
-10.694796677574004,0.723943651981017,e3v8250,True
-10.671280890144658,-12.76320315092471,e3v8250,True
-10.59617415807179,-8.28833568451671,e3v8250,True
-10.552267088253757,-18.381037222109967,e3v8250,True
-10.54504053707501,-7.645886149716034,e3v8250,True
-10.529280581332841,-15.715065099517801,e3v8250,True
-10.522828880341194,0.9792596473416211,e3v8250,True
-10.49646280065349,-11.28218823509178,e3v8250,True
-10.41519582776209,-3.2688753684415133,e3v8250,True
-10.340743868353115,-10.311224756627553,e3v8250,True
-10.316660251643384,-61.71084086091264,e3v8250,True
-10.313178301956441,-4.333670324760988,e3v8250,True
-10.289603841134863,-16.13364172642173,e3v8250,True
-10.246958737177124,-12.848330174028092,e3v8250,True
-10.236817261890906,-10.556207522864383,e3v8250,True
-10.230816473236246,-12.163305414007027,e3v8250,True
-10.213321773126268,-26.53744477721466,e3v8250,True
-10.190021774864363,-21.103265032568743,e3v8250,True
-10.155811791310725,-0.49905392811956517,e3v8250,True
-10.151444347516872,-5.155621217788507,e3v8250,True
-10.13519115558779,-9.725056315885809,e3v8250,True
-10.134319549959969,-7.638469410434595,e3v8250,True
-10.127217951859166,-9.040780385005519,e3v8250,True
-10.07182020789594,17.88360593443855,e3v8250,True
-10.065796745092712,-5.513132497408151,e3v8250,True
-10.064659508788282,-1.3698553224195393,e3v8250,True
-10.041993746185426,-2.482104887676769,e3v8250,True
-10.021104207358121,0.38122281416940496,e3v8250,True
-9.99067673117213,19.04702623131635,e3v8250,True
-9.972180384608805,-10.262958151417592,e3v8250,True
-9.899503357596586,-8.833581001156858,e3v8250,True
-9.860321734469608,0.800471173444862,e3v8250,True
-9.851479066992397,-11.328743018617047,e3v8250,True
-9.846370265222504,0.5530864325619405,e3v8250,True
-9.830849313103045,-3.3987674932911887,e3v8250,True
-9.826361378752381,-3.1609225105194128,e3v8250,True
-9.813451042156657,17.23226598111171,e3v8250,True
-9.785209515605402,-6.0024385932565565,e3v8250,True
-9.772463249541033,-1.9994851752553586,e3v8250,True
-9.767446660169526,1.0392228810992492,e3v8250,True
-9.739597273617846,1.1277838248113312,e3v8250,True
-9.728769981649975,-18.578632015116796,e3v8250,True
-9.654404619597926,-5.079454110794018,e3v8250,True
-9.649711854571024,-13.297935952125613,e3v8250,True
-9.561784796060124,-58.40694295184903,e3v8250,True
-9.538861296717187,-4.287777104928978,e3v8250,True
-9.513240959464383,14.279530289406239,e3v8250,True
-9.473116631116113,-28.424431517896437,e3v8250,True
-9.43559779810812,-38.43666753221305,e3v8250,True
-9.408724479999364,-52.26031697252074,e3v8250,True
-9.36360910856331,-2.3927654036625654,e3v8250,True
-9.35146850371143,-6.016411936704344,e3v8250,True
-9.323142025897596,12.788589354309465,e3v8250,True
-9.295908337794344,-2.4483173169849124,e3v8250,True
-9.20217879333427,-3.3478778896577523,e3v8250,True
-9.163252569967199,0.336839922736317,e3v8250,True
-9.12491452574568,-15.605101118016705,e3v8250,True
-9.015778618606191,20.1838257066334,e3v8250,True
-8.96453863759848,-14.75406292061325,e3v8250,True
-8.956117752427417,-4.13146801537971,e3v8250,True
-8.882755922124943,-0.7287307604152602,e3v8250,True
-8.836960084621296,2.2298771894003266,e3v8250,True
-8.785620434767793,-12.916613676026486,e3v8250,True
-8.746241763778926,-1.5190102336027849,e3v8250,True
-8.712585024580335,12.734922012313234,e3v8250,True
-8.706448171468537,2.0024432094853637,e3v8250,True
-8.682281145330762,-19.80531548117642,e3v8250,True
-8.669399579298783,-7.038524692622104,e3v8250,True
-8.611113049513278,-8.934314797041338,e3v8250,True
-8.596707094050885,8.639420013608344,e3v8250,True
-8.54603668742891,-9.804731524573867,e3v8250,True
-8.538451281597304,-32.20328427279594,e3v8250,True
-8.538064999054654,-11.192705756057762,e3v8250,True
-8.507257490055053,-7.622333918174945,e3v8250,True
-8.500808339014725,-2.7835769733487723,e3v8250,True
-8.460703001453794,-10.58657783315175,e3v8250,True
-8.36110092600643,-4.452869967994047,e3v8250,True
-8.350710864180769,-75.97503363895339,e3v8250,True
-8.311253916269152,0.6119521296892572,e3v8250,True
-8.273976758322078,8.126528390463477,e3v8250,True
-8.25127265214951,9.850097828217088,e3v8250,True
-8.240554188849728,7.955078637905331,e3v8250,True
-8.216319688482827,3.5297225263364567,e3v8250,True
-8.214634662798176,-1.547846502837615,e3v8250,True
-8.197091632981483,2.9032603371766754,e3v8250,True
-8.195547177863546,1.1435455242092871,e3v8250,True
-8.175910381410858,-50.13615032956204,e3v8250,True
-8.17447121767043,-8.972033680026357,e3v8250,True
-8.149268525120192,-10.657353949889512,e3v8250,True
-8.143817262628886,-27.051250416366997,e3v8250,True
-8.108168799377609,-1.120278784638117,e3v8250,True
-8.086889966319063,-14.384736140371842,e3v8250,True
-8.08136988486308,4.942992824441944,e3v8250,True
-8.078419264371178,-0.16634382470613218,e3v8250,True
-8.071817330730255,-20.059541711999145,e3v8250,True
-8.055415551904844,6.452354090667427,e3v8250,True
-8.050079067751994,-6.442686682358158,e3v8250,True
-8.0475055560305,-25.4732134692199,e3v8250,True
-8.036209214662676,-2.3901517805383037,e3v8250,True
-8.0199912306864,-16.107494990033842,e3v8250,True
-7.999646531313601,-0.6361004295478097,e3v8250,True
-7.998066477063048,4.214069388999519,e3v8250,True
-7.965004111509302,7.408556859026305,e3v8250,True
-7.962322819533938,-7.842336687893749,e3v8250,True
-7.956638236826166,-3.597382066888258,e3v8250,True
-7.955018990028748,-4.117509046436453,e3v8250,True
-7.952753710959314,10.070741674252304,e3v8250,True
-7.888908309870203,21.10738679749636,e3v8250,True
-7.879522170762357,-3.1149265552335237,e3v8250,True
-7.855303880716292,-0.016251083786983145,e3v8250,True
-7.827776439326726,0.4121354822708554,e3v8250,True
-7.811536627926898,-4.393092849501954,e3v8250,True
-7.8040328480451535,-1.0443950930078927,e3v8250,True
-7.78943756922763,5.246169500008477,e3v8250,True
-7.7801173309153455,0.3439721013378403,e3v8250,True
-7.7009139707029135,-20.0615433212688,e3v8250,True
-7.678752342726398,-6.195747622682006,e3v8250,True
-7.651017038118425,-0.6610618114875706,e3v8250,True
-7.603214186681271,-1.964400119344191,e3v8250,True
-7.573037825983874,-4.076203531583019,e3v8250,True
-7.4640811305730494,-2.5168496022137106,e3v8250,True
-7.42732450959943,-1.0012549585691204,e3v8250,True
-7.414338714831047,-5.178402558526386,e3v8250,True
-7.389589057066132,-0.8222398400869224,e3v8250,True
-7.377125751220319,-10.232658132264874,e3v8250,True
-7.371124597188555,-13.483002928998872,e3v8250,True
-7.325567999789541,-5.789987602894257,e3v8250,True
-7.309283991952952,3.710266308490475,e3v8250,True
-7.260240753491189,-27.385565918661428,e3v8250,True
